ItemID,views,n_users,TV Series,percentage
169,227,204,False,-1
170,14,14,True,4.0
171,15,15,False,-1
172,18,18,False,-1
173,122,66,False,-1
174,1733,332,True,20.07645968489342
175,47,42,False,-1
176,127,84,False,-1
177,627,177,True,20.837487537387837
178,574,144,False,-1
179,3823,512,True,27.65480324074074
180,16,16,False,-1
181,14,14,False,-1
182,416,53,False,-1
183,452,57,True,17.238749046529367
184,15,15,True,7.6923076923076925
185,18,18,True,1.694915254237288
186,37,26,False,-1
187,33,21,True,52.38095238095238
188,318,272,False,-1
189,99,89,False,-1
190,113,96,False,-1
191,89,86,False,-1
192,90,76,False,-1
193,52,48,True,54.166666666666664
194,50,48,True,34.72222222222222
195,57,55,True,14.805194805194805
196,64,61,False,-1
197,32,25,False,-1
198,64,59,False,-1
199,115,105,False,-1
200,78,76,False,-1
201,172,156,False,-1
202,130,107,False,-1
203,22,22,False,-1
204,62,58,False,-1
205,198,173,False,-1
206,24,24,False,-1
207,7323,1819,False,-1
208,4683,1041,False,-1
209,1764,695,False,-1
210,448,109,False,-1
211,158,38,False,-1
212,171,45,False,-1
213,69,39,False,-1
214,290,75,False,-1
215,28,27,False,-1
216,135,47,False,-1
217,37,25,False,-1
218,322,90,False,-1
219,26,21,False,-1
220,415,99,False,-1
221,73,70,False,-1
222,70,61,False,-1
223,15,14,False,-1
224,13,13,False,-1
225,15,15,True,4.3478260869565215
226,20,20,False,-1
227,29,29,True,6.666666666666667
228,55,51,False,-1
229,27,27,True,6.666666666666667
230,18,18,False,-1
231,38,34,False,-1
232,33,28,False,-1
233,32,32,True,1.9607843137254901
234,36,33,False,-1
235,172,134,False,-1
236,25,25,True,6.25
237,252,187,False,-1
238,40,34,False,-1
239,319,292,False,-1
240,44,38,False,-1
241,183,166,True,36.74698795180723
242,30,25,True,4.615384615384615
243,49,47,False,-1
244,78,75,True,34.666666666666664
245,16,16,True,50.0
246,294,199,False,-1
247,363,287,False,-1
248,22,22,True,33.333333333333336
249,53,27,False,-1
250,38,26,False,-1
251,42,28,True,10.714285714285714
252,15,15,False,-1
253,37,27,False,-1
254,23,23,False,-1
255,39,21,False,-1
256,14,14,False,-1
257,7,7,True,2.857142857142857
258,116,66,True,5.021645021645021
259,31,25,False,-1
260,63,30,True,17.5
261,3512,713,True,164.18887330528284
262,49,46,True,10.652173913043478
263,1880,292,True,160.95890410958904
264,528,139,True,34.53237410071942
265,359,88,False,-1
266,2831,385,False,-1
267,996,287,False,-1
268,11451,1009,True,81.06328755486338
269,10205,1409,False,-1
270,14147,2043,False,-1
271,9672,1426,False,-1
272,5620,1083,False,-1
273,1724,620,False,-1
274,15,15,True,50.0
275,111,97,False,-1
276,90,78,False,-1
277,303,253,True,59.88142292490119
278,17,17,False,-1
279,15,15,True,5.882352941176471
280,61,54,False,-1
281,17,17,False,-1
282,391,344,False,-1
283,85,76,False,-1
284,117,75,False,-1
285,62,48,False,-1
286,18,18,False,-1
287,27,24,False,-1
288,187,158,True,59.177215189873415
289,26,26,True,33.333333333333336
290,455,266,False,-1
291,80,71,False,-1
292,17,17,False,-1
293,22,22,False,-1
294,104,101,False,-1
295,38,35,False,-1
296,18,18,True,50.0
297,17,17,False,-1
298,217,197,True,12.239142695995488
299,56,54,True,34.5679012345679
300,22,22,False,-1
301,22,22,False,-1
302,81,58,True,2.4938423645320196
303,54,50,True,36.0
304,61,55,False,-1
305,83,76,False,-1
306,41,38,False,-1
307,16,16,True,1.3888888888888888
308,401,321,False,-1
309,153,45,True,48.57142857142857
310,168,121,True,8.167233835683033
311,173,67,False,-1
312,95,79,True,2.038189229779017
313,70,53,True,3.8845726970033296
314,882,107,True,58.87850467289719
315,20,20,False,-1
316,183,91,False,-1
317,91,67,False,-1
318,2816,613,False,-1
319,2009,150,True,446.44444444444446
320,23,23,False,-1
321,20,20,True,12.5
322,844,604,True,46.57836644591612
323,934,429,True,108.85780885780886
324,1934,76,False,-1
325,18,18,False,-1
326,520,156,True,6.410256410256411
327,416,99,True,38.20018365472911
328,130,38,False,-1
329,15,15,False,-1
330,12,12,False,-1
331,54,29,True,20.689655172413794
332,279,99,False,-1
333,1565,367,True,142.14350590372388
334,544,177,True,153.6723163841808
335,7207,750,False,-1
336,4200,558,False,-1
337,8092,957,True,3.843450175738577
338,13,13,False,-1
339,11,11,False,-1
340,53,35,False,-1
341,185,75,False,-1
342,114,69,True,6.119162640901771
343,1080,349,False,-1
344,37,28,False,-1
345,6595,1000,True,219.83333333333334
346,415,258,False,-1
347,9363,1646,True,284.41676792223575
348,8306,1786,False,-1
349,469,352,False,-1
350,15,15,False,-1
351,2940,498,False,-1
352,24038,2156,False,-1
353,4680,1657,False,-1
354,475,371,True,42.677448337825695
355,1620,341,False,-1
356,7328,891,True,274.1488963711186
357,1131,303,False,-1
358,6860,729,False,-1
359,337,49,True,229.2517006802721
360,499,108,False,-1
361,1043,257,False,-1
362,18,18,True,50.0
363,16,16,False,-1
364,1940,419,False,-1
365,4004,202,False,-1
366,1490,125,False,-1
367,1642,236,False,-1
368,1868,225,False,-1
369,4371,335,True,31.82380779031671
370,26,26,False,-1
371,22,22,False,-1
372,4827,818,True,196.69926650366747
373,2370,308,False,-1
374,18,18,False,-1
375,18,15,True,40.0
376,39,31,False,-1
377,15,14,True,3.9682539682539684
378,30,26,False,-1
379,42,27,True,51.851851851851855
380,37,18,True,14.682539682539682
381,117,28,True,15.476190476190476
382,27,25,True,36.0
383,13,13,True,50.0
384,17,17,False,-1
385,1249,655,False,-1
386,3338,847,True,23.182165428154732
387,11466,1216,False,-1
388,20,18,False,-1
389,31,22,True,10.839160839160838
390,121,120,True,25.208333333333332
391,229,202,False,-1
392,22,22,False,-1
393,12090,1826,True,220.70098576122672
394,4492,941,False,-1
395,3633,980,False,-1
396,6579,1336,False,-1
397,20,20,False,-1
398,245,143,False,-1
399,84,69,False,-1
400,20,20,True,33.333333333333336
401,128,107,False,-1
402,182,152,True,1.9628990509059534
403,152,143,False,-1
404,507,376,False,-1
405,104,83,False,-1
406,176,148,False,-1
407,505,375,False,-1
408,9,9,False,-1
409,21,21,False,-1
410,305,234,False,-1
411,155,126,False,-1
412,137,120,True,38.05555555555556
413,495,408,True,24.264705882352942
414,16,16,False,-1
415,87,80,False,-1
416,16,16,False,-1
417,23,23,True,33.333333333333336
418,310,241,True,9.89466964570699
419,20,20,True,9.090909090909092
420,22,22,True,5.882352941176471
421,2522,1588,False,-1
422,744,553,True,14.948764315852923
423,298,259,False,-1
424,379,291,False,-1
425,22,22,True,33.333333333333336
426,2703,1885,False,-1
427,299,53,True,51.286449399656945
428,15,15,False,-1
429,127,44,False,-1
430,385,68,False,-1
431,391,103,True,126.53721682847896
432,3478,1059,True,9.122862239009548
433,323,158,False,-1
434,13,13,False,-1
435,17,17,False,-1
436,7272,1679,True,30.936782098187695
437,10,10,False,-1
438,1026,268,True,14.724454649827784
439,15,15,False,-1
440,15,15,True,6.666666666666667
441,24,24,True,14.285714285714286
442,11,11,False,-1
443,13,13,False,-1
444,294,114,False,-1
445,1747,529,False,-1
446,2523,1845,True,10.519074421513446
447,88,67,True,7.296849087893864
448,3284,2323,False,-1
449,593,419,False,-1
450,5298,3656,False,-1
451,13,13,False,-1
452,482,357,True,6.429238362011471
453,2611,1778,False,-1
454,14,14,False,-1
455,962,688,False,-1
456,10,10,True,14.285714285714286
457,710,523,True,67.87762906309752
458,1451,1032,True,15.622308354866494
459,337,281,False,-1
460,573,238,False,-1
461,349,57,True,55.66188197767145
462,463,121,False,-1
463,375,143,False,-1
464,12,12,False,-1
465,2213,131,False,-1
466,18,18,False,-1
467,193,115,True,7.991718426501035
468,8771,1286,True,341.0186625194401
469,579,255,False,-1
470,173,143,False,-1
471,736,600,False,-1
472,25,24,True,34.72222222222222
473,15,15,True,5.0
474,16,16,True,4.3478260869565215
475,43,39,False,-1
476,20,20,False,-1
477,32,31,False,-1
478,25,24,False,-1
479,41,40,False,-1
480,49,48,False,-1
481,106,92,True,7.681159420289855
482,28,28,False,-1
483,48,44,False,-1
484,13,13,True,33.333333333333336
485,12,12,False,-1
486,1051,871,False,-1
487,394,310,False,-1
488,395,293,True,9.629449049244272
489,332,270,True,40.98765432098765
490,333,278,False,-1
491,19,19,True,0.5586592178770949
492,1038,828,True,4.643048845947397
493,394,316,False,-1
494,1109,785,False,-1
495,1026,780,False,-1
496,472,373,False,-1
497,805,603,False,-1
498,1221,927,True,9.408229311141932
499,649,559,True,3.5181872391174718
500,270,240,True,8.653846153846153
501,397,363,False,-1
502,160,149,False,-1
503,20,20,False,-1
504,688,582,False,-1
505,70,55,False,-1
506,19,19,True,3.8461538461538463
507,18,18,False,-1
508,341,305,False,-1
509,22,22,False,-1
510,279,242,False,-1
511,299,251,True,13.235945108455068
512,344,301,True,4.761904761904762
513,16,16,False,-1
514,18,18,False,-1
515,236,214,False,-1
516,119,108,False,-1
517,330,252,True,1.2591575091575091
518,19,19,False,-1
519,8013,1264,True,211.3132911392405
520,2842,657,True,144.19076610857434
521,13710,1870,False,-1
522,20,20,False,-1
523,294,133,True,13.003095975232197
524,5321,939,True,283.3333333333333
525,24,23,False,-1
526,38,35,True,54.285714285714285
527,30,29,False,-1
528,27,27,False,-1
529,40,34,False,-1
530,71,60,True,4.382716049382716
531,19,18,False,-1
532,98,71,False,-1
533,22,21,True,34.92063492063492
534,15,15,True,0.8130081300813008
535,19,17,True,37.254901960784316
536,1999,847,False,-1
537,12640,1080,False,-1
538,12,12,False,-1
539,23,23,False,-1
540,13,13,True,9.090909090909092
541,7842,1535,True,2.432759422987436
542,23,23,True,20.0
543,2280,431,False,-1
544,2546,479,False,-1
545,3331,536,False,-1
546,2279,469,True,121.4818763326226
547,902,495,False,-1
548,480,263,False,-1
549,158,112,False,-1
550,23,23,False,-1
551,10949,1658,True,26.414957780458383
552,236,134,False,-1
553,2333,461,True,101.21475054229936
554,1718,389,False,-1
555,1460,469,False,-1
556,57,34,False,-1
557,4403,1239,False,-1
558,18,18,False,-1
559,94,46,False,-1
560,2551,810,False,-1
561,1101,272,False,-1
562,14,14,True,3.7037037037037037
563,75,32,False,-1
564,134,30,True,20.303030303030305
565,17,17,False,-1
566,4471,270,False,-1
567,7522,293,False,-1
568,1450,140,False,-1
569,564,76,False,-1
570,24,24,False,-1
571,21,21,False,-1
572,2235,701,False,-1
573,18,18,True,50.0
574,6,6,False,-1
575,648,530,False,-1
576,530,367,False,-1
577,22,22,False,-1
578,38,37,False,-1
579,744,515,True,72.23300970873787
580,61,55,False,-1
581,1998,1471,True,7.989762866397409
582,194,66,False,-1
583,19,19,False,-1
584,37,31,True,11.935483870967742
585,53,35,False,-1
586,449,330,False,-1
587,16,16,True,5.882352941176471
588,293,142,False,-1
589,50,36,False,-1
590,12,12,True,33.333333333333336
591,214,95,False,-1
592,514,152,True,169.07894736842104
593,54,40,False,-1
594,23,23,True,33.333333333333336
595,34,21,False,-1
596,6382,1113,False,-1
597,25,23,False,-1
598,10846,1232,False,-1
599,169,130,True,26.0
600,88,78,False,-1
601,240,178,False,-1
602,13,13,False,-1
603,158,138,False,-1
604,114,98,False,-1
605,14,14,False,-1
606,28,19,False,-1
607,55,47,False,-1
608,101,93,True,8.354011579818032
609,44,42,True,34.92063492063492
610,232,209,False,-1
611,244,218,False,-1
612,13,13,False,-1
613,3385,853,False,-1
614,12,12,True,5.2631578947368425
615,1438,348,True,137.73946360153258
616,24,24,False,-1
617,757,580,False,-1
618,189,173,True,2.142128527711663
619,482,144,False,-1
620,372,118,True,157.6271186440678
621,405,112,False,-1
622,450,129,False,-1
623,30,30,False,-1
624,35,32,False,-1
625,15,15,False,-1
626,1732,710,True,9.382448537378115
627,1658,378,True,146.20811287477954
628,3171,166,False,-1
629,32378,1144,True,217.71113501882732
630,44,40,False,-1
631,305,191,False,-1
632,768,441,True,13.396127681841968
633,92,74,False,-1
634,856,220,False,-1
635,413,94,False,-1
636,37,31,False,-1
637,12,12,False,-1
638,26,25,False,-1
639,16,16,True,1.9607843137254901
640,50,24,True,69.44444444444444
641,1982,281,True,235.11269276393833
642,1136,159,False,-1
643,14,12,True,8.974358974358974
644,19,17,False,-1
645,3534,623,False,-1
646,790,177,False,-1
647,16,16,False,-1
648,28,26,False,-1
649,797,142,True,187.08920187793427
650,28,27,False,-1
651,14,14,False,-1
652,24,24,True,33.333333333333336
653,29,26,False,-1
654,38,37,False,-1
655,29,28,False,-1
656,15,15,True,0.01
657,93,85,True,36.470588235294116
658,30,26,False,-1
659,18,18,True,4.0
660,19,19,False,-1
661,22,22,False,-1
662,16,16,False,-1
663,31,28,True,36.904761904761905
664,62,54,False,-1
665,251,194,False,-1
666,26,22,False,-1
667,2137,1380,True,15.485507246376812
668,1005,696,True,2.7768567639257293
669,1697,211,False,-1
670,17,17,False,-1
671,366,222,False,-1
672,2467,1759,False,-1
673,758,653,False,-1
674,21,21,False,-1
675,179,161,True,55.590062111801245
676,2354,1646,False,-1
677,1208,873,True,9.224894998090875
678,1147,907,False,-1
679,560,483,False,-1
680,154,127,True,9.327680193821926
681,22,22,False,-1
682,65,29,False,-1
683,7651,939,True,38.800141995030174
684,8300,954,True,79.09281494187155
685,17,17,True,1.8867924528301887
686,4228,407,False,-1
687,11,11,False,-1
688,421,80,False,-1
689,867,190,True,38.026315789473685
690,260,76,False,-1
691,1133,278,False,-1
692,1338,175,True,84.95238095238095
693,1582,288,False,-1
694,13,13,True,33.333333333333336
695,243,115,False,-1
696,128,59,False,-1
697,1503,206,False,-1
698,133,58,False,-1
699,321,129,False,-1
700,20,20,True,9.090909090909092
701,144,79,True,60.75949367088607
702,53,18,False,-1
703,2537,126,False,-1
704,3748,444,False,-1
705,578,135,True,15.857338820301782
706,20,20,False,-1
707,18,18,False,-1
708,189,56,True,112.5
709,96,43,True,111.62790697674419
710,419,100,False,-1
711,428,267,False,-1
712,66,29,True,32.51231527093596
713,1875,148,False,-1
714,25,25,True,4.166666666666667
715,29,28,False,-1
716,25,25,False,-1
717,35,30,False,-1
718,36,33,True,4.040404040404041
719,44,34,False,-1
720,31,27,False,-1
721,25,25,False,-1
722,33,28,False,-1
723,29,28,False,-1
724,92,36,False,-1
725,48,47,False,-1
726,22,22,False,-1
727,22,22,True,3.5714285714285716
728,26,26,True,3.7037037037037037
729,88,73,False,-1
730,27,25,True,54.0
731,241,150,True,2.633879781420765
732,43,30,False,-1
733,84,55,False,-1
734,87,41,False,-1
735,120,65,True,8.791208791208792
736,55,45,True,17.46031746031746
737,84,63,True,44.44444444444444
738,16,16,False,-1
739,38,34,False,-1
740,98,75,True,10.051282051282051
741,72,54,False,-1
742,236,190,True,41.40350877192982
743,155,132,True,9.032634032634032
744,34,33,False,-1
745,39,35,True,27.857142857142858
746,10,10,False,-1
747,142,120,True,10.757575757575758
748,153,115,False,-1
749,18,18,False,-1
750,1047,852,False,-1
751,676,445,True,50.63670411985019
752,785,559,True,17.55366726296959
753,17,17,False,-1
754,16,16,False,-1
755,57,53,False,-1
756,27,27,False,-1
757,208,185,False,-1
758,23,23,False,-1
759,488,432,False,-1
760,119,110,False,-1
761,19,19,False,-1
762,1406,211,True,55.52922590837283
763,2065,280,False,-1
764,14,14,True,0.8333333333333334
765,650,212,False,-1
766,18,18,False,-1
767,860,102,False,-1
768,896,127,True,0.7048070040196024
769,1045,109,False,-1
770,758,166,True,228.3132530120482
771,8967,2091,False,-1
772,4264,739,False,-1
773,2956,1075,False,-1
774,11248,436,False,-1
775,1353,572,False,-1
776,18,18,True,0.546448087431694
777,11,11,False,-1
778,899,734,True,40.82652134423252
779,186,145,False,-1
780,89,69,True,42.99516908212561
781,344,258,True,66.66666666666667
782,86,67,False,-1
783,124,103,True,40.1294498381877
784,13,13,True,50.0
785,20,20,False,-1
786,197,164,False,-1
787,84,64,False,-1
788,108,87,True,62.06896551724138
789,9,9,False,-1
790,18,18,False,-1
791,420,314,True,9.554140127388536
792,90,74,True,40.54054054054054
793,123,71,True,57.74647887323944
794,50,40,False,-1
795,41,36,False,-1
796,737,533,False,-1
797,50,40,True,5.0
798,13,13,False,-1
799,197,161,True,5.098343685300207
800,195,167,False,-1
801,26,26,False,-1
802,21,19,False,-1
803,421,342,False,-1
804,32,29,False,-1
805,22,22,False,-1
806,19,19,True,4.761904761904762
807,10,10,False,-1
808,383,312,False,-1
809,23,23,True,50.0
810,1073,800,False,-1
811,1439,996,False,-1
812,1458,1083,False,-1
813,1556,1155,False,-1
814,1355,1063,True,63.734713076199434
815,317,87,False,-1
816,316,63,False,-1
817,1752,408,True,143.13725490196077
818,1711,427,True,133.56752537080405
819,13,13,False,-1
820,74,30,False,-1
821,188,93,False,-1
822,27,23,False,-1
823,2628,165,False,-1
824,1630,615,False,-1
825,14,14,False,-1
826,2920,533,False,-1
827,729,547,False,-1
828,1015,839,False,-1
829,248,189,False,-1
830,203,157,True,25.85987261146497
831,406,332,False,-1
832,35,33,False,-1
833,49,39,False,-1
834,17,17,True,7.142857142857143
835,46,38,False,-1
836,1438,299,True,36.99511191149987
837,15,15,False,-1
838,172,120,True,71.66666666666667
839,26,21,True,41.26984126984127
840,22,22,True,3.8461538461538463
841,558,431,False,-1
842,242,189,False,-1
843,642,253,False,-1
844,210,127,False,-1
845,97,65,True,49.743589743589745
846,360,58,True,206.89655172413794
847,78,38,True,14.661654135338345
848,18,18,False,-1
849,67,54,False,-1
850,19,18,False,-1
851,28,28,False,-1
852,551,33,False,-1
853,17,17,False,-1
854,7050,295,False,-1
855,2064,192,False,-1
856,12,12,False,-1
857,900,143,False,-1
858,72,60,True,60.0
859,24,24,True,25.0
860,24,22,True,9.917355371900827
861,137,100,False,-1
862,48,44,False,-1
863,31,27,True,57.407407407407405
864,14,14,False,-1
865,38,32,True,5.654761904761905
866,63,49,False,-1
867,50,45,False,-1
868,47,45,True,6.143790849673203
869,97,56,True,14.43452380952381
870,13,13,True,4.166666666666667
871,123,99,True,11.294765840220386
872,44,35,False,-1
873,92,78,True,58.97435897435897
874,55,40,False,-1
875,60,45,False,-1
876,81,68,False,-1
877,242,207,True,12.989801395598498
878,110,60,False,-1
879,37,31,True,7.459677419354839
880,1016,63,False,-1
881,3929,168,False,-1
882,262,39,False,-1
883,3501,225,False,-1
884,15,15,True,4.545454545454546
885,2339,389,False,-1
886,924,127,False,-1
887,190,32,False,-1
888,868,187,False,-1
889,3104,388,True,266.6666666666667
890,209,88,False,-1
891,7,7,True,2.4390243902439024
892,23,23,False,-1
893,2987,155,True,80.29569892473118
894,18,18,False,-1
895,2089,291,False,-1
896,47,42,False,-1
897,276,80,True,13.26923076923077
898,1602,356,False,-1
899,1121,473,True,118.49894291754757
900,21,21,False,-1
901,26,23,False,-1
902,170,124,False,-1
903,115,92,True,62.5
904,240,196,False,-1
905,15,15,False,-1
906,13,13,False,-1
907,190,149,True,63.758389261744966
908,22,19,False,-1
909,4553,750,True,0.6064602064602065
910,223,76,True,10.867446393762183
911,17,17,False,-1
912,103,39,False,-1
913,229,49,False,-1
914,106,92,True,4.800724637681159
915,8947,1284,False,-1
916,3771,905,True,138.8950276243094
917,2540,799,False,-1
918,17,17,False,-1
919,105,75,False,-1
920,17,17,True,33.333333333333336
921,127,88,True,72.1590909090909
922,830,195,False,-1
923,18,18,False,-1
924,282,85,False,-1
925,195,75,False,-1
926,238,54,True,33.903133903133906
927,149,60,False,-1
928,168,45,False,-1
929,494,97,True,169.7594501718213
930,30,23,False,-1
931,14,14,False,-1
932,5735,762,False,-1
933,176,70,False,-1
934,29,20,False,-1
935,18,18,True,3.225806451612903
936,1518,383,False,-1
937,1376,317,True,62.00991437584498
938,3611,834,True,39.36123828210159
939,1051,200,True,37.535714285714285
940,444,151,False,-1
941,1556,238,False,-1
942,556,204,True,90.84967320261438
943,18,18,False,-1
944,4014,167,True,133.53293413173654
945,23,23,False,-1
946,443,32,False,-1
947,1336,68,False,-1
948,13,13,False,-1
949,2873,101,True,118.52310231023102
950,2498,139,False,-1
951,13603,291,False,-1
952,418,30,False,-1
953,1116,99,False,-1
954,15,15,False,-1
955,3931,168,True,179.99084249084248
956,12,12,True,25.0
957,13,13,False,-1
958,10356,195,False,-1
959,593,57,True,346.7836257309942
960,429,40,True,25.535714285714285
961,828,56,False,-1
962,395,38,False,-1
963,65,15,False,-1
964,4718,484,True,81.23278236914601
965,34,19,True,5.772495755517827
966,675,84,True,73.05194805194805
967,23,23,False,-1
968,1735,535,False,-1
969,307,147,False,-1
970,2394,158,False,-1
971,160,55,False,-1
972,391,87,False,-1
973,387,55,False,-1
974,637,59,False,-1
975,443,89,False,-1
976,1202,153,False,-1
977,16,16,False,-1
978,167,138,False,-1
979,88,78,False,-1
980,80,74,False,-1
981,53,47,False,-1
982,66,64,True,7.9326923076923075
983,12,12,False,-1
984,28,25,False,-1
985,248,105,False,-1
986,1435,284,True,45.934699103713186
987,148,124,True,59.67741935483871
988,58,53,True,36.477987421383645
989,67,47,True,10.182370820668693
990,347,284,True,40.72769953051643
991,32,31,False,-1
992,18,18,False,-1
993,1371,459,True,149.34640522875816
994,944,491,False,-1
995,1234,304,True,202.96052631578948
996,228,46,True,6.437041219649915
997,620,99,True,48.174048174048174
998,1229,145,False,-1
999,1266,174,False,-1
1000,3177,58,False,-1
1001,98,71,False,-1
1002,3516,144,False,-1
1003,23,23,True,4.545454545454546
1004,3469,830,True,52.243975903614455
1005,37,31,False,-1
1006,859,199,False,-1
1007,27,25,False,-1
1008,110,85,True,43.13725490196079
1009,69,65,False,-1
1010,22,20,True,8.461538461538462
1011,212,189,False,-1
1012,20,16,False,-1
1013,152,123,False,-1
1014,36,34,True,35.294117647058826
1015,18,18,True,3.8461538461538463
1016,29,28,True,7.967032967032967
1017,92,86,False,-1
1018,52,46,False,-1
1019,26,24,False,-1
1020,40,40,True,4.0
1021,13,13,False,-1
1022,268,54,False,-1
1023,7294,1165,False,-1
1024,3549,690,False,-1
1025,69,32,False,-1
1026,234,42,True,61.904761904761905
1027,23,22,True,52.27272727272727
1028,20,20,True,33.333333333333336
1029,128,32,False,-1
1030,402,42,True,239.28571428571428
1031,777,107,False,-1
1032,364,39,False,-1
1033,80,33,True,80.8080808080808
1034,146,25,False,-1
1035,80,27,False,-1
1036,221,41,False,-1
1037,16,16,False,-1
1038,575,293,False,-1
1039,1859,408,False,-1
1040,16,16,False,-1
1041,21,19,False,-1
1042,106,43,False,-1
1043,65,34,False,-1
1044,97,52,False,-1
1045,99,54,True,91.66666666666667
1046,20,20,False,-1
1047,18,18,True,8.333333333333334
1048,843,433,False,-1
1049,28,26,True,11.965811965811966
1050,782,187,False,-1
1051,235,85,False,-1
1052,119,99,True,0.5950595059505951
1053,11,11,False,-1
1054,66,55,True,40.0
1055,607,374,False,-1
1056,17,17,True,1.8181818181818181
1057,17,17,False,-1
1058,44,36,True,61.111111111111114
1059,23,23,True,50.0
1060,12,12,False,-1
1061,19,19,True,10.0
1062,21,21,False,-1
1063,23,23,False,-1
1064,3699,873,False,-1
1065,102,59,True,24.69733656174334
1066,269,88,False,-1
1067,19,18,True,35.18518518518518
1068,6617,1412,False,-1
1069,42,22,True,7.070707070707071
1070,59,39,True,50.427350427350426
1071,780,151,False,-1
1072,352,74,False,-1
1073,32,25,False,-1
1074,785,79,True,331.2236286919831
1075,346,61,False,-1
1076,18,18,True,3.7037037037037037
